id1	id2	level1	level2	id3	id4	level3	level4	name	description	desc_val	desc_add1	desc_val1	desc_add2	desc_val2
1	0	1	0	0	0	-1	-1	NoSkillName						
1	0	2	0	1	0	1	0	NoSkillName						
1	0	3	0	1	0	2	0	NoSkillName						
1	0	4	0	1	0	3	0	NoSkillName						
1	0	5	0	1	0	4	0	NoSkillName						
1	0	6	0	1	0	5	0	NoSkillName						
1	0	7	0	1	0	6	0	NoSkillName						
1	0	8	0	1	0	7	0	NoSkillName						
1	0	9	0	1	0	8	0	NoSkillName						
1	0	10	0	1	0	9	0	NoSkillName						
1	0	11	0	1	0	10	0	NoSkillName						
1	0	12	0	1	0	11	0	NoSkillName						
1	0	13	0	1	0	12	0	NoSkillName						
1	0	14	0	1	0	13	0	NoSkillName						
1	0	15	0	1	0	14	0	NoSkillName						
1	0	16	0	1	0	15	0	NoSkillName						
1	0	17	0	1	0	16	0	NoSkillName						
1	0	18	0	1	0	17	0	NoSkillName						
1	0	19	0	1	0	18	0	NoSkillName						
1	0	20	0	1	0	19	0	NoSkillName						
1	0	21	0	1	0	20	0	NoSkillName						
1	0	22	0	1	0	21	0	NoSkillName						
1	0	23	0	1	0	22	0	NoSkillName						
1	0	24	0	1	0	23	0	NoSkillName						
1	0	25	0	1	0	24	0	NoSkillName						
1	0	26	0	1	0	25	0	NoSkillName						
1	0	27	0	1	0	26	0	NoSkillName						
1	0	28	0	1	0	27	0	NoSkillName						
1	0	29	0	1	0	28	0	NoSkillName						
1	0	30	0	1	0	29	0	NoSkillName						
1	0	31	0	1	0	30	0	NoSkillName						
1	0	32	0	1	0	31	0	NoSkillName						
1	0	33	0	1	0	32	0	NoSkillName						
1	0	34	0	1	0	33	0	NoSkillName						
1	0	35	0	1	0	34	0	NoSkillName						
1	0	36	0	1	0	35	0	NoSkillName						
1	0	37	0	1	0	36	0	NoSkillName						
2	0	1	0	0	0	-1	-1	NoSkillName						
2	0	2	0	2	0	1	0	NoSkillName						
2	0	3	0	2	0	2	0	NoSkillName						
2	0	4	0	2	0	3	0	NoSkillName						
2	0	5	0	2	0	4	0	NoSkillName						
2	0	6	0	2	0	5	0	NoSkillName						
2	0	7	0	2	0	6	0	NoSkillName						
2	0	8	0	2	0	7	0	NoSkillName						
2	0	9	0	2	0	8	0	NoSkillName						
2	0	10	0	2	0	9	0	NoSkillName						
2	0	11	0	2	0	10	0	NoSkillName						
2	0	12	0	2	0	11	0	NoSkillName						
2	0	13	0	2	0	12	0	NoSkillName						
2	0	14	0	2	0	13	0	NoSkillName						
2	0	15	0	2	0	14	0	NoSkillName						
2	0	16	0	2	0	15	0	NoSkillName						
2	0	17	0	2	0	16	0	NoSkillName						
2	0	18	0	2	0	17	0	NoSkillName						
2	0	19	0	2	0	18	0	NoSkillName						
3	0	1	0	0	0	-1	-1	power	hit	30	none		none	
3	0	2	0	3	0	1	0	NoSkillName						
3	0	3	0	3	0	2	0	NoSkillName						
3	0	4	0	3	0	3	0	NoSkillName						
3	0	5	0	3	0	4	0	NoSkillName						
3	0	6	0	3	0	5	0	NoSkillName						
3	0	7	0	3	0	6	0	NoSkillName						
3	0	8	0	3	0	7	0	NoSkillName						
3	0	9	0	3	0	8	0	NoSkillName						
4	0	1	0	0	0	-1	-1	NoSkillName						
4	0	2	0	4	0	1	0	NoSkillName						
5	0	1	0	0	0	-1	-1	NoSkillName						
5	0	2	0	5	0	1	0	NoSkillName						
5	0	3	0	5	0	2	0	NoSkillName						
5	0	4	0	5	0	3	0	NoSkillName						
5	0	5	0	5	0	4	0	NoSkillName						
5	0	6	0	5	0	5	0	NoSkillName						
5	0	7	0	5	0	6	0	NoSkillName						
5	0	8	0	5	0	7	0	NoSkillName						
5	0	9	0	5	0	8	0	NoSkillName						
5	0	10	0	5	0	9	0	NoSkillName						
5	0	11	0	5	0	10	0	NoSkillName						
5	0	12	0	5	0	11	0	NoSkillName						
5	0	13	0	5	0	12	0	NoSkillName						
5	0	14	0	5	0	13	0	NoSkillName						
5	0	15	0	5	0	14	0	NoSkillName						
5	0	16	0	5	0	15	0	NoSkillName						
5	0	17	0	5	0	16	0	NoSkillName						
5	0	18	0	5	0	17	0	NoSkillName						
5	0	19	0	5	0	18	0	NoSkillName						
5	0	20	0	5	0	19	0	NoSkillName						
5	0	21	0	5	0	20	0	NoSkillName						
5	0	22	0	5	0	21	0	NoSkillName						
5	0	23	0	5	0	22	0	NoSkillName						
5	0	24	0	5	0	23	0	NoSkillName						
5	0	25	0	5	0	24	0	NoSkillName						
5	0	26	0	5	0	25	0	NoSkillName						
5	0	27	0	5	0	26	0	NoSkillName						
5	0	28	0	5	0	27	0	NoSkillName						
5	0	29	0	5	0	28	0	NoSkillName						
5	0	30	0	5	0	29	0	NoSkillName						
5	0	31	0	5	0	30	0	NoSkillName						
6	0	1	0	0	0	-1	-1	NoSkillName						
6	0	2	0	6	0	1	0	NoSkillName						
6	0	3	0	6	0	2	0	NoSkillName						
6	0	4	0	6	0	3	0	NoSkillName						
6	0	5	0	6	0	4	0	NoSkillName						
6	0	6	0	6	0	5	0	NoSkillName						
6	0	7	0	6	0	6	0	NoSkillName						
6	0	8	0	6	0	7	0	NoSkillName						
6	0	9	0	6	0	8	0	NoSkillName						
6	0	10	0	6	0	9	0	NoSkillName						
6	0	11	0	6	0	10	0	NoSkillName						
6	0	12	0	6	0	11	0	NoSkillName						
6	0	13	0	6	0	12	0	NoSkillName						
6	0	14	0	6	0	13	0	NoSkillName						
6	0	15	0	6	0	14	0	NoSkillName						
6	0	16	0	6	0	15	0	NoSkillName						
6	0	17	0	6	0	16	0	NoSkillName						
6	0	18	0	6	0	17	0	NoSkillName						
6	0	19	0	6	0	18	0	NoSkillName						
6	0	20	0	6	0	19	0	NoSkillName						
6	0	21	0	6	0	20	0	NoSkillName						
6	0	22	0	6	0	21	0	NoSkillName						
6	0	23	0	6	0	22	0	NoSkillName						
6	0	24	0	6	0	23	0	NoSkillName						
6	0	25	0	6	0	24	0	NoSkillName						
6	0	26	0	6	0	25	0	NoSkillName						
6	0	27	0	6	0	26	0	NoSkillName						
6	0	28	0	6	0	27	0	NoSkillName						
6	0	29	0	6	0	28	0	NoSkillName						
6	0	30	0	6	0	29	0	NoSkillName						
6	0	31	0	6	0	30	0	NoSkillName						
6	0	32	0	6	0	31	0	NoSkillName						
6	0	33	0	6	0	32	0	NoSkillName						
6	0	34	0	6	0	33	0	NoSkillName						
6	0	35	0	6	0	34	0	NoSkillName						
6	0	36	0	6	0	35	0	NoSkillName						
6	0	37	0	6	0	36	0	NoSkillName						
7	0	1	0	0	0	-1	-1	NoSkillName						
7	0	2	0	7	0	1	0	NoSkillName						
7	0	3	0	7	0	2	0	NoSkillName						
7	0	4	0	7	0	3	0	NoSkillName						
7	0	5	0	7	0	4	0	NoSkillName						
7	0	6	0	7	0	5	0	NoSkillName						
7	0	7	0	7	0	6	0	NoSkillName						
7	0	8	0	7	0	7	0	NoSkillName						
7	0	9	0	7	0	8	0	NoSkillName						
7	0	10	0	7	0	9	0	NoSkillName						
7	0	11	0	7	0	10	0	NoSkillName						
