id1	id2	level1	level2	id3	id4	level3	level4	name	description	desc_val	desc_add1	desc_val1	desc_add2	desc_val2
1	0	1	0	0	0	-1	-1	u,トリプル スラッシュ\0	u,攻撃力に追加された$s1の威力で対象を攻撃します。$s2、防御力を$s3減少させます。二刀流武器装備時に使用できます。オーバーヒット可能。シールド防御無視。\0	u,517;10秒間;23%\0	a,none\0	a,	a,none\0	a,
1	0	2	0	1	0	1	0	u,トリプル スラッシュ\0	a,	u,549;10秒間;23%\0	a,none\0	a,	a,none\0	a,
1	0	3	0	1	0	2	0	u,トリプル スラッシュ\0	a,	u,583;10秒間;23%\0	a,none\0	a,	a,none\0	a,
1	0	4	0	1	0	3	0	u,トリプル スラッシュ\0	a,	u,619;10秒間;23%\0	a,none\0	a,	a,none\0	a,
1	0	5	0	1	0	4	0	u,トリプル スラッシュ\0	a,	u,656;10秒間;23%\0	a,none\0	a,	a,none\0	a,
1	0	6	0	1	0	5	0	u,トリプル スラッシュ\0	a,	u,694;10秒間;23%\0	a,none\0	a,	a,none\0	a,
1	0	7	0	1	0	6	0	u,トリプル スラッシュ\0	a,	u,735;10秒間;23%\0	a,none\0	a,	a,none\0	a,
1	0	8	0	1	0	7	0	u,トリプル スラッシュ\0	a,	u,777;10秒間;23%\0	a,none\0	a,	a,none\0	a,
1	0	9	0	1	0	8	0	u,トリプル スラッシュ\0	a,	u,820;10秒間;23%\0	a,none\0	a,	a,none\0	a,
1	0	10	0	1	0	9	0	u,トリプル スラッシュ\0	a,	u,865;10秒間;23%\0	a,none\0	a,	a,none\0	a,
1	0	11	0	1	0	10	0	u,トリプル スラッシュ\0	a,	u,912;10秒間;23%\0	a,none\0	a,	a,none\0	a,
1	0	12	0	1	0	11	0	u,トリプル スラッシュ\0	a,	u,960;10秒間;23%\0	a,none\0	a,	a,none\0	a,
1	0	13	0	1	0	12	0	u,トリプル スラッシュ\0	a,	u,1010;10秒間;23%\0	a,none\0	a,	a,none\0	a,
1	0	14	0	1	0	13	0	u,トリプル スラッシュ\0	a,	u,1062;10秒間;23%\0	a,none\0	a,	a,none\0	a,
1	0	15	0	1	0	14	0	u,トリプル スラッシュ\0	a,	u,1115;10秒間;23%\0	a,none\0	a,	a,none\0	a,
1	0	16	0	1	0	15	0	u,トリプル スラッシュ\0	a,	u,1169;10秒間;23%\0	a,none\0	a,	a,none\0	a,
1	0	17	0	1	0	16	0	u,トリプル スラッシュ\0	a,	u,1225;10秒間;23%\0	a,none\0	a,	a,none\0	a,
1	0	18	0	1	0	17	0	u,トリプル スラッシュ\0	a,	u,1283;10秒間;23%\0	a,none\0	a,	a,none\0	a,
1	0	19	0	1	0	18	0	u,トリプル スラッシュ\0	a,	u,1342;10秒間;23%\0	a,none\0	a,	a,none\0	a,
1	0	20	0	1	0	19	0	u,トリプル スラッシュ\0	a,	u,1402;10秒間;23%\0	a,none\0	a,	a,none\0	a,
1	0	21	0	1	0	20	0	u,トリプル スラッシュ\0	a,	u,1464;10秒間;23%\0	a,none\0	a,	a,none\0	a,
1	0	22	0	1	0	21	0	u,トリプル スラッシュ\0	a,	u,1527;10秒間;23%\0	a,none\0	a,	a,none\0	a,
1	0	23	0	1	0	22	0	u,トリプル スラッシュ\0	a,	u,1591;10秒間;23%\0	a,none\0	a,	a,none\0	a,
1	0	24	0	1	0	23	0	u,トリプル スラッシュ\0	a,	u,1656;10秒間;23%\0	a,none\0	a,	a,none\0	a,
1	0	25	0	1	0	24	0	u,トリプル スラッシュ\0	a,	u,1722;10秒間;23%\0	a,none\0	a,	a,none\0	a,
1	0	26	0	1	0	25	0	u,トリプル スラッシュ\0	a,	u,1789;10秒間;23%\0	a,none\0	a,	a,none\0	a,
1	0	27	0	1	0	26	0	u,トリプル スラッシュ\0	a,	u,1857;10秒間;23%\0	a,none\0	a,	a,none\0	a,
1	0	28	0	1	0	27	0	u,トリプル スラッシュ\0	a,	u,1926;10秒間;23%\0	a,none\0	a,	a,none\0	a,
1	0	29	0	1	0	28	0	u,トリプル スラッシュ\0	a,	u,1995;10秒間;23%\0	a,none\0	a,	a,none\0	a,
1	0	30	0	1	0	29	0	u,トリプル スラッシュ\0	a,	u,2065;10秒間;23%\0	a,none\0	a,	a,none\0	a,
1	0	31	0	1	0	30	0	u,トリプル スラッシュ\0	a,	u,2135;10秒間;23%\0	a,none\0	a,	a,none\0	a,
1	0	32	0	1	0	31	0	u,トリプル スラッシュ\0	a,	u,2206;10秒間;23%\0	a,none\0	a,	a,none\0	a,
1	0	33	0	1	0	32	0	u,トリプル スラッシュ\0	a,	u,2277;10秒間;23%\0	a,none\0	a,	a,none\0	a,
1	0	34	0	1	0	33	0	u,トリプル スラッシュ\0	a,	u,2347;10秒間;23%\0	a,none\0	a,	a,none\0	a,
1	0	35	0	1	0	34	0	u,トリプル スラッシュ\0	a,	u,2417;10秒間;23%\0	a,none\0	a,	a,none\0	a,
1	0	36	0	1	0	35	0	u,トリプル スラッシュ\0	a,	u,2488;10秒間;23%\0	a,none\0	a,	a,none\0	a,
1	0	37	0	1	0	36	0	u,トリプル スラッシュ\0	a,	u,2557;10秒間;23%\0	a,none\0	a,	a,none\0	a,
2	0	1	0	0	0	-1	-1	u,コンフュージョン\0	u,敵を混乱に陥れて攻撃目標を変更させます。\0	a,	a,none\0	a,	a,none\0	a,
2	0	2	0	2	0	1	0	u,コンフュージョン\0	a,	a,	a,none\0	a,	a,none\0	a,
2	0	3	0	2	0	2	0	u,コンフュージョン\0	a,	a,	a,none\0	a,	a,none\0	a,
2	0	4	0	2	0	3	0	u,コンフュージョン\0	a,	a,	a,none\0	a,	a,none\0	a,
2	0	5	0	2	0	4	0	u,コンフュージョン\0	a,	a,	a,none\0	a,	a,none\0	a,
2	0	6	0	2	0	5	0	u,コンフュージョン\0	a,	a,	a,none\0	a,	a,none\0	a,
2	0	7	0	2	0	6	0	u,コンフュージョン\0	a,	a,	a,none\0	a,	a,none\0	a,
2	0	8	0	2	0	7	0	u,コンフュージョン\0	a,	a,	a,none\0	a,	a,none\0	a,
2	0	9	0	2	0	8	0	u,コンフュージョン\0	a,	a,	a,none\0	a,	a,none\0	a,
2	0	10	0	2	0	9	0	u,コンフュージョン\0	a,	a,	a,none\0	a,	a,none\0	a,
2	0	11	0	2	0	10	0	u,コンフュージョン\0	a,	a,	a,none\0	a,	a,none\0	a,
2	0	12	0	2	0	11	0	u,コンフュージョン\0	a,	a,	a,none\0	a,	a,none\0	a,
2	0	13	0	2	0	12	0	u,コンフュージョン\0	a,	a,	a,none\0	a,	a,none\0	a,
2	0	14	0	2	0	13	0	u,コンフュージョン\0	a,	a,	a,none\0	a,	a,none\0	a,
2	0	15	0	2	0	14	0	u,コンフュージョン\0	a,	a,	a,none\0	a,	a,none\0	a,
2	0	16	0	2	0	15	0	u,コンフュージョン\0	a,	a,	a,none\0	a,	a,none\0	a,
2	0	17	0	2	0	16	0	u,コンフュージョン\0	a,	a,	a,none\0	a,	a,none\0	a,
2	0	18	0	2	0	17	0	u,コンフュージョン\0	a,	a,	a,none\0	a,	a,none\0	a,
2	0	19	0	2	0	18	0	u,コンフュージョン\0	a,	a,	a,none\0	a,	a,none\0	a,
3	0	1	0	0	0	-1	-1	u,パワー ストライク\0	u,力をためて激しく殴ります。攻撃力に追加された$s1の威力で対象を攻撃します。剣、鈍器装備時に使用可能。オーバーヒット可能。\0	a,30\0	a,none\0	a,	a,none\0	a,
